rank,sample_id,group,teacher_dice,student_dice,dice_gap,teacher_iou,student_iou,teacher_acc,student_acc,teacher_hd95,student_hd95,hd95_gap
702,2314,hard,0.7417,0.6593,0.0824,0.5895,0.4918,0.8137,0.7534,31.62,33.11,1.48
703,2327,hard,0.0824,0.0000,0.0824,0.0430,0.0000,0.5276,0.5000,58.14,88.44,30.30
704,4511,hard,0.1333,0.0510,0.0824,0.0714,0.0262,0.8509,0.5907,21.02,16.31,-4.71
705,4451,hard,0.9021,0.8199,0.0822,0.8216,0.6948,0.9518,0.8582,7.62,18.03,10.41
706,816,hard,0.8093,0.7275,0.0819,0.6798,0.5717,0.8620,0.7956,10.75,16.61,5.86
707,501,hard,0.8554,0.7738,0.0817,0.7474,0.6310,0.9099,0.8285,5.61,11.27,5.66
708,2352,hard,0.0816,0.0000,0.0816,0.0426,0.0000,0.5650,0.5000,26.00,29.12,3.12
709,84,hard,0.8841,0.8029,0.0812,0.7923,0.6707,0.9308,0.8575,5.01,7.69,2.68
710,2083,hard,0.5094,0.4286,0.0809,0.3418,0.2727,0.9999,0.9999,3.52,131.28,127.76
711,2888,hard,0.0808,0.0000,0.0808,0.0421,0.0000,0.5768,0.5000,26.36,99.10,72.74
712,3890,hard,0.8338,0.7532,0.0805,0.7149,0.6042,0.8998,0.8275,9.43,14.21,4.78
713,2128,hard,0.0805,0.0000,0.0805,0.0420,0.0000,0.5998,0.5000,129.96,138.74,8.78
714,1775,hard,0.6456,0.5652,0.0804,0.4766,0.3939,0.7833,0.7166,4.19,5.29,1.10
715,2523,hard,0.0803,0.0000,0.0803,0.0418,0.0000,0.5432,0.5000,60.22,140.42,80.21
716,2434,hard,0.1856,0.1053,0.0803,0.1023,0.0556,0.9584,0.5306,10.34,11.79,1.45
717,2799,hard,0.5984,0.5182,0.0803,0.4270,0.3497,0.7958,0.7513,8.53,8.00,-0.53
718,3578,hard,0.8460,0.7659,0.0801,0.7331,0.6206,0.8979,0.8204,3.03,4.24,1.21
719,33,hard,0.6531,0.5730,0.0801,0.4848,0.4015,0.7689,0.7184,5.84,6.36,0.52
720,4412,hard,0.6348,0.5549,0.0799,0.4650,0.3840,0.8772,0.7283,8.34,19.72,11.38
721,4168,hard,0.6602,0.5805,0.0796,0.4927,0.4090,0.7713,0.7072,9.85,10.44,0.59
722,4108,hard,0.8425,0.7630,0.0795,0.7279,0.6169,0.9146,0.8307,4.08,14.44,10.36
723,4502,hard,0.0795,0.0000,0.0795,0.0414,0.0000,0.5481,0.4996,77.97,112.01,34.04
724,2198,hard,0.7992,0.7197,0.0794,0.6655,0.5622,0.9570,0.8694,7.02,12.07,5.05
725,3897,hard,0.0793,0.0000,0.0793,0.0413,0.0000,0.5278,0.5000,40.18,51.29,11.11
726,2320,hard,0.3434,0.2643,0.0791,0.2073,0.1523,0.6769,0.6076,37.83,40.88,3.05
727,1134,hard,0.7752,0.6972,0.0779,0.6329,0.5352,0.8731,0.7836,3.56,4.15,0.59
728,1942,hard,0.6046,0.5268,0.0777,0.4332,0.3576,0.7562,0.6832,65.31,11.52,-53.78
729,1408,hard,0.8665,0.7889,0.0776,0.7645,0.6514,0.9515,0.9595,1.82,4.12,2.30
730,2219,hard,0.7707,0.6936,0.0771,0.6269,0.5310,0.8666,0.7852,16.32,22.38,6.06
731,2672,hard,0.6051,0.5284,0.0767,0.4338,0.3591,0.7232,0.6850,23.00,24.62,1.62
732,2874,hard,0.2980,0.2214,0.0766,0.1751,0.1245,0.8390,0.5662,10.29,20.15,9.86
733,1979,hard,0.3699,0.2933,0.0766,0.2270,0.1719,0.6250,0.5859,22.17,22.79,0.62
734,3156,hard,0.6334,0.5568,0.0766,0.4635,0.3858,0.8393,0.7124,6.08,9.22,3.14
735,30,hard,0.1387,0.0621,0.0766,0.0745,0.0321,0.6705,0.5389,22.13,12.72,-9.41
736,814,hard,0.8218,0.7453,0.0765,0.6975,0.5940,0.8764,0.8119,8.11,11.18,3.07
737,464,hard,0.8839,0.8077,0.0762,0.7920,0.6774,0.9041,0.8429,3.12,5.70,2.58
738,2818,hard,0.8905,0.8144,0.0761,0.8026,0.6869,0.9014,0.8435,6.08,13.53,7.44
739,2318,hard,0.6298,0.5538,0.0759,0.4596,0.3830,0.7896,0.7115,35.82,39.41,3.58
740,3039,hard,0.8449,0.7690,0.0759,0.7314,0.6247,0.8731,0.8144,12.01,15.11,3.10
741,4011,hard,0.4576,0.3818,0.0758,0.2967,0.2360,0.6543,0.6200,8.21,8.98,0.77
742,3076,hard,0.7806,0.7048,0.0758,0.6401,0.5442,0.8248,0.7721,11.00,15.08,4.08
743,4450,hard,0.9011,0.8253,0.0758,0.8199,0.7025,0.9458,0.8595,7.07,15.13,8.06
744,1789,hard,0.7131,0.6379,0.0752,0.5541,0.4684,0.8175,0.7700,7.57,6.68,-0.89
745,2323,hard,0.1010,0.0259,0.0751,0.0532,0.0131,0.5514,0.5085,40.02,42.28,2.26
746,3728,hard,0.3755,0.3005,0.0750,0.2312,0.1768,0.9256,0.7961,33.26,33.44,0.18
747,4382,hard,0.0748,0.0000,0.0748,0.0389,0.0000,0.5842,0.4995,34.06,48.07,14.01
748,4354,hard,0.9116,0.8369,0.0747,0.8376,0.7195,0.9402,0.8616,5.89,9.23,3.34
749,1699,hard,0.7273,0.6531,0.0742,0.5714,0.4848,1.0000,1.0000,1.00,2.00,1.00
750,4106,hard,0.8347,0.7606,0.0741,0.7163,0.6137,0.8618,0.8099,11.34,13.93,2.58
751,3835,hard,0.1392,0.0652,0.0740,0.0748,0.0337,0.7617,0.5713,6.71,13.81,7.10
752,29,hard,0.0845,0.0107,0.0738,0.0441,0.0054,0.6975,0.5062,28.46,12.53,-15.93
753,4360,hard,0.9181,0.8445,0.0736,0.8486,0.7308,0.9306,0.8658,7.57,10.12,2.55
754,4356,hard,0.8977,0.8242,0.0735,0.8143,0.7009,0.9264,0.8544,7.12,10.01,2.89
755,137,hard,0.8974,0.8245,0.0729,0.8140,0.7014,0.9520,0.8783,3.16,7.13,3.97
756,264,hard,0.7316,0.6590,0.0727,0.5768,0.4914,0.9667,0.8864,9.49,8.15,-1.34
757,3388,hard,0.7970,0.7244,0.0726,0.6626,0.5679,0.8333,0.7840,2.24,3.37,1.14
758,3116,hard,0.9257,0.8532,0.0725,0.8616,0.7440,0.9367,0.8720,5.39,7.81,2.43
759,3401,hard,0.8825,0.8103,0.0722,0.7897,0.6811,0.8991,0.8406,2.44,5.00,2.56
760,815,hard,0.5930,0.5210,0.0720,0.4215,0.3522,0.8795,0.8668,4.45,6.93,2.49
761,957,hard,0.8970,0.8250,0.0720,0.8133,0.7021,0.9360,0.8598,5.00,9.43,4.43
762,1294,hard,0.0720,0.0000,0.0720,0.0373,0.0000,0.5702,0.5000,61.84,41.07,-20.77
763,3446,hard,0.7614,0.6895,0.0719,0.6147,0.5261,0.8284,0.8455,4.47,6.45,1.97
764,3589,hard,0.6003,0.5287,0.0716,0.4289,0.3594,0.9254,0.7844,8.05,6.36,-1.69
765,3859,hard,0.8463,0.7748,0.0715,0.7335,0.6324,0.9117,0.8417,8.26,12.69,4.43
766,2272,hard,0.0712,0.0000,0.0712,0.0369,0.0000,0.7745,0.5000,13.04,63.26,50.22
767,4262,hard,0.9154,0.8442,0.0711,0.8439,0.7305,0.9401,0.8758,3.00,4.47,1.47
768,31,hard,0.2646,0.1938,0.0709,0.1525,0.1073,0.6779,0.5904,13.96,10.10,-3.86
769,2871,hard,0.6778,0.6070,0.0709,0.5127,0.4357,0.8995,0.7246,9.06,16.14,7.08
770,1924,hard,0.0706,0.0000,0.0706,0.0366,0.0000,0.5196,0.5000,32.29,49.03,16.75
771,3973,hard,0.5217,0.4513,0.0704,0.3529,0.2914,0.9845,0.9794,14.91,24.03,9.12
772,446,hard,0.8538,0.7834,0.0704,0.7449,0.6439,0.9463,0.9412,7.02,7.95,0.93
773,4352,hard,0.9015,0.8314,0.0700,0.8206,0.7115,0.9305,0.8590,5.91,8.47,2.57
774,10,hard,0.8039,0.7339,0.0699,0.6721,0.5797,0.9491,0.9345,4.12,5.79,1.66
775,827,hard,0.6493,0.5794,0.0699,0.4807,0.4079,0.7590,0.7088,18.63,20.71,2.08
776,3330,hard,0.6864,0.6166,0.0698,0.5226,0.4457,0.7653,0.7271,4.92,5.47,0.55
777,845,hard,0.7828,0.7130,0.0697,0.6431,0.5540,0.8488,0.7927,9.15,11.70,2.55
778,4207,hard,0.8800,0.8103,0.0697,0.7857,0.6812,0.9044,0.8456,1.00,2.00,1.00
779,3433,hard,0.4533,0.3838,0.0695,0.2931,0.2375,0.9249,0.9749,3.64,21.23,17.59
780,1934,hard,0.4825,0.4130,0.0694,0.3179,0.2603,0.6686,0.6395,65.30,26.42,-38.88
781,4456,hard,0.8343,0.7650,0.0693,0.7156,0.6194,0.8990,0.8363,10.45,18.37,7.92
782,2270,hard,0.0690,0.0000,0.0690,0.0357,0.0000,0.7495,0.5000,21.41,63.26,41.85
783,1428,hard,0.5057,0.4369,0.0689,0.3385,0.2795,0.6697,0.6401,9.00,16.12,7.13
784,2951,hard,0.8111,0.7424,0.0687,0.6822,0.5904,0.8925,0.8133,3.61,6.39,2.78
785,4109,hard,0.8224,0.7538,0.0685,0.6983,0.6049,0.9275,0.8165,3.34,14.73,11.39
786,3164,hard,0.9204,0.8521,0.0683,0.8526,0.7423,0.9284,0.8726,4.01,5.00,0.99
787,375,hard,0.7475,0.6792,0.0682,0.5968,0.5143,0.8523,0.8428,6.23,135.25,129.02
788,787,hard,0.9129,0.8447,0.0682,0.8397,0.7311,0.9764,0.9700,2.00,5.00,3.00
789,2827,hard,0.8724,0.8043,0.0682,0.7737,0.6726,0.8875,0.8364,8.00,13.00,5.00
790,623,hard,0.6237,0.5556,0.0681,0.4531,0.3846,0.7500,0.6940,47.67,8.35,-39.32
791,3464,hard,0.8120,0.7440,0.0680,0.6836,0.5924,0.8954,0.8274,3.00,4.47,1.47
792,4077,hard,0.8350,0.7670,0.0680,0.7167,0.6220,0.9518,0.9322,2.74,7.91,5.17
793,1755,hard,0.8707,0.8029,0.0678,0.7711,0.6707,0.9324,0.8716,3.18,4.55,1.37
794,2311,hard,0.8261,0.7585,0.0676,0.7038,0.6110,0.8544,0.8055,32.28,33.70,1.43
795,1157,hard,0.7379,0.6703,0.0675,0.5846,0.5041,0.8333,0.7675,2.83,3.61,0.78
796,1128,hard,0.8451,0.7778,0.0673,0.7317,0.6364,0.9000,0.8267,1.65,2.24,0.59
797,2189,hard,0.6721,0.6051,0.0670,0.5061,0.4338,0.9171,0.8844,9.22,13.15,3.93
798,3239,hard,0.7284,0.6617,0.0667,0.5728,0.4944,0.7909,0.7494,8.06,8.95,0.88
799,4332,hard,0.6922,0.6255,0.0667,0.5292,0.4550,0.8769,0.8477,8.53,8.11,-0.42
800,1773,hard,0.8000,0.7333,0.0667,0.6667,0.5789,0.8889,0.8055,2.24,3.23,0.99
801,1788,hard,0.8408,0.7746,0.0661,0.7253,0.6322,0.9125,0.8437,1.00,2.01,1.01
802,1791,hard,0.6917,0.6256,0.0661,0.5287,0.4551,0.8029,0.7591,7.76,7.76,0.00
803,2203,hard,0.8682,0.8021,0.0661,0.7671,0.6696,0.9642,0.8602,6.40,15.13,8.72
804,2563,hard,0.8311,0.7651,0.0661,0.7111,0.6195,0.8735,0.8207,14.20,17.88,3.68
805,3417,hard,0.7755,0.7097,0.0658,0.6333,0.5500,0.8167,0.7750,4.07,5.00,0.93
806,503,hard,0.8515,0.7858,0.0657,0.7414,0.6471,0.8943,0.8385,6.02,10.94,4.92
807,2755,hard,0.5228,0.4572,0.0656,0.3539,0.2964,0.6781,0.6491,14.50,15.21,0.71
808,1416,hard,0.7653,0.7000,0.0653,0.6199,0.5385,0.8581,0.8074,2.96,5.37,2.41
809,3896,hard,0.0861,0.0208,0.0653,0.0450,0.0105,0.5369,0.5068,39.08,42.36,3.28
810,789,hard,0.9376,0.8723,0.0653,0.8825,0.7735,0.9656,0.9746,2.35,4.07,1.71
811,1204,hard,0.9057,0.8408,0.0649,0.8276,0.7253,0.9675,0.9285,1.00,1.04,0.04
812,3650,hard,0.5134,0.4486,0.0649,0.3454,0.2891,0.7266,0.6467,26.93,40.61,13.68
813,2819,hard,0.8898,0.8249,0.0649,0.8015,0.7020,0.9013,0.8511,6.40,13.04,6.64
814,680,hard,0.8713,0.8065,0.0648,0.7720,0.6758,0.8906,0.8422,8.15,10.78,2.63
815,1213,hard,0.8471,0.7824,0.0647,0.7348,0.6426,0.9091,0.8552,3.99,5.18,1.19
816,2322,hard,0.2801,0.2155,0.0646,0.1629,0.1208,0.6278,0.5765,38.49,40.50,2.00
817,3043,hard,0.8068,0.7424,0.0645,0.6762,0.5903,0.8419,0.7963,11.18,13.04,1.86
818,1895,hard,0.8072,0.7429,0.0643,0.6767,0.5910,0.8840,0.8146,66.76,12.87,-53.89
819,1781,hard,0.7005,0.6364,0.0641,0.5391,0.4667,0.8194,0.7592,8.12,8.79,0.67
820,499,hard,0.8648,0.8007,0.0641,0.7618,0.6676,0.9134,0.8518,5.39,10.00,4.61
821,2804,hard,0.9003,0.8363,0.0641,0.8188,0.7186,0.9101,0.8593,6.32,12.73,6.40
822,4362,hard,0.9285,0.8647,0.0638,0.8666,0.7617,0.9370,0.8808,6.28,8.73,2.45
823,2797,hard,0.5678,0.5042,0.0636,0.3965,0.3371,0.7407,0.7298,10.04,9.00,-1.04
824,4384,hard,0.0634,0.0000,0.0634,0.0328,0.0000,0.5501,0.4993,35.72,44.59,8.87
825,4178,hard,0.0778,0.0146,0.0632,0.0405,0.0074,0.5379,0.5054,27.92,31.94,4.03
826,4067,hard,0.6806,0.6174,0.0632,0.5159,0.4466,0.8431,0.7429,18.54,10.70,-7.84
827,3176,hard,0.9195,0.8565,0.0630,0.8510,0.7490,0.9264,0.8749,4.10,5.83,1.73
828,3002,hard,0.3395,0.2765,0.0630,0.2045,0.1604,0.8706,0.6725,17.73,13.53,-4.19
829,2821,hard,0.8869,0.8240,0.0629,0.7968,0.7007,0.8986,0.8504,6.00,11.66,5.66
830,2828,hard,0.8861,0.8232,0.0628,0.7955,0.6996,0.8980,0.8499,7.00,10.20,3.20
831,2820,hard,0.8887,0.8258,0.0628,0.7996,0.7033,0.9001,0.8517,6.31,12.08,5.77
832,3078,hard,0.7772,0.7147,0.0625,0.6356,0.5560,0.8207,0.7780,11.18,15.50,4.32
833,4361,hard,0.9056,0.8431,0.0624,0.8274,0.7288,0.9186,0.8648,7.81,10.13,2.32
834,3444,hard,0.7671,0.7051,0.0620,0.6222,0.5446,0.8256,0.8197,4.95,5.70,0.75
835,1786,hard,0.8707,0.8088,0.0619,0.7711,0.6790,0.9324,0.8716,3.18,4.55,1.37
836,3251,hard,0.7560,0.6942,0.0619,0.6078,0.5316,0.8039,0.7658,9.76,12.00,2.24
837,2280,hard,0.1388,0.0769,0.0619,0.0746,0.0400,0.6903,0.5392,28.18,37.27,9.09
838,3089,hard,0.5482,0.4863,0.0618,0.3776,0.3213,0.8657,0.7909,7.26,12.02,4.76
839,1015,hard,0.4986,0.4370,0.0616,0.3321,0.2796,0.9585,0.9459,159.96,160.57,0.60
840,3044,hard,0.7798,0.7182,0.0616,0.6391,0.5604,0.8237,0.7810,11.18,13.03,1.85
841,3825,hard,0.8443,0.7831,0.0613,0.7306,0.6435,0.9093,0.8571,8.35,15.27,6.92
842,2802,hard,0.9101,0.8488,0.0613,0.8350,0.7374,0.9180,0.8688,5.66,11.56,5.90
843,4341,hard,0.0612,0.0000,0.0612,0.0316,0.0000,0.6576,0.5000,16.52,73.61,57.09
844,2865,hard,0.8484,0.7873,0.0611,0.7367,0.6492,0.8732,0.8256,7.00,8.00,1.00
845,817,hard,0.7593,0.6984,0.0609,0.6120,0.5365,0.9334,0.9308,3.16,5.51,2.35
846,970,hard,0.9080,0.8472,0.0608,0.8316,0.7349,0.9796,0.8795,2.24,6.38,4.15
847,235,hard,0.4941,0.4333,0.0608,0.3281,0.2765,0.9995,0.9994,7.63,8.74,1.11
848,1814,hard,0.7541,0.6935,0.0605,0.6053,0.5309,0.9858,0.8028,2.59,4.03,1.44
849,2519,hard,0.0604,0.0000,0.0604,0.0312,0.0000,0.5317,0.5000,61.55,140.34,78.79
850,974,hard,0.8953,0.8350,0.0603,0.8105,0.7168,0.9878,0.8689,2.00,8.00,6.00
851,3083,hard,0.2782,0.2181,0.0601,0.1616,0.1224,0.6641,0.5852,10.59,18.97,8.38
852,3386,hard,0.7985,0.7385,0.0601,0.6646,0.5854,0.8364,0.7963,2.85,3.66,0.82
853,3747,hard,0.0598,0.0000,0.0598,0.0308,0.0000,0.6746,0.4999,31.30,128.88,97.58
854,195,hard,0.8327,0.7729,0.0598,0.7134,0.6299,0.9148,0.8592,1.41,2.24,0.82
855,751,hard,0.7321,0.6726,0.0595,0.5774,0.5067,0.8254,0.7665,5.51,6.40,0.89
856,4449,hard,0.9014,0.8419,0.0595,0.8205,0.7270,0.9547,0.8787,6.49,13.48,6.98
857,4302,hard,0.0593,0.0000,0.0593,0.0306,0.0000,0.5300,0.4997,195.02,102.49,-92.53
858,1844,hard,0.0593,0.0000,0.0593,0.0305,0.0000,0.5349,0.4999,72.08,126.45,54.37
859,3040,hard,0.8368,0.7776,0.0592,0.7194,0.6362,0.8632,0.8193,11.40,14.97,3.57
860,4363,hard,0.9211,0.8620,0.0591,0.8537,0.7574,0.9295,0.8787,6.40,8.63,2.23
861,781,hard,0.7293,0.6702,0.0591,0.5740,0.5040,0.9934,0.9795,7.00,10.30,3.30
862,254,hard,0.8520,0.7931,0.0590,0.7422,0.6571,0.9758,0.9877,2.85,3.47,0.63
863,3048,hard,0.7560,0.6971,0.0589,0.6078,0.5350,0.8192,0.7766,10.20,11.26,1.06
864,4500,hard,0.0588,0.0000,0.0588,0.0303,0.0000,0.5336,0.4996,71.90,105.46,33.55
865,2822,hard,0.8856,0.8269,0.0587,0.7947,0.7048,0.8977,0.8524,7.00,11.66,4.66
866,2482,hard,0.3972,0.3386,0.0585,0.2478,0.2038,0.7899,0.7208,7.71,8.39,0.68
867,4364,hard,0.9072,0.8488,0.0584,0.8302,0.7373,0.9168,0.8686,6.71,9.03,2.32
868,2056,hard,0.0583,0.0000,0.0583,0.0300,0.0000,0.5185,0.5000,7.35,106.22,98.87
869,2321,hard,0.3008,0.2425,0.0582,0.1770,0.1380,0.6434,0.5921,38.52,40.88,2.36
870,2806,hard,0.9052,0.8470,0.0582,0.8269,0.7346,0.9140,0.8673,5.83,10.94,5.11
871,4107,hard,0.8265,0.7683,0.0582,0.7043,0.6238,0.9030,0.8384,4.41,13.47,9.06
872,3171,hard,0.5725,0.5145,0.0580,0.4011,0.3463,0.8408,0.8634,5.80,10.39,4.59
873,2815,hard,0.9128,0.8548,0.0580,0.8396,0.7464,0.9202,0.8732,5.00,8.52,3.52
874,2429,hard,0.6074,0.5494,0.0580,0.4361,0.3787,0.8142,0.7663,8.69,9.85,1.17
875,961,hard,0.9330,0.8752,0.0578,0.8744,0.7781,0.9665,0.8940,2.24,7.28,5.04
876,135,hard,0.9051,0.8476,0.0574,0.8266,0.7356,0.9579,0.8936,3.00,6.40,3.40
877,3246,hard,0.4956,0.4384,0.0572,0.3294,0.2807,0.7566,0.6468,28.05,31.14,3.08
878,1623,hard,0.6795,0.6224,0.0572,0.5146,0.4518,0.9229,0.9950,2.88,4.25,1.37
879,785,hard,0.8848,0.8276,0.0572,0.7934,0.7060,0.9790,0.9680,2.24,5.00,2.76
880,3505,hard,0.0571,0.0000,0.0571,0.0294,0.0000,0.5964,0.4997,133.73,133.67,-0.06
881,959,hard,0.9135,0.8564,0.0571,0.8408,0.7488,0.9474,0.8837,4.00,7.83,3.83
882,3631,hard,0.6468,0.5897,0.0571,0.4780,0.4181,0.8264,0.7115,25.71,30.84,5.13
883,2564,hard,0.8372,0.7801,0.0570,0.7199,0.6395,0.8796,0.8324,13.59,16.59,3.00
884,458,hard,0.5481,0.4912,0.0569,0.3776,0.3256,0.8161,0.7392,4.81,7.91,3.10
885,3593,hard,0.5050,0.4481,0.0569,0.3378,0.2888,0.9499,0.8365,9.00,9.00,0.00
886,3179,hard,0.8011,0.7444,0.0568,0.6682,0.5928,0.8345,0.7967,4.24,6.32,2.08
887,3607,hard,0.8214,0.7647,0.0567,0.6970,0.6190,0.8485,0.8095,3.13,5.00,1.87
888,813,hard,0.6859,0.6292,0.0567,0.5220,0.4590,0.8189,0.8009,7.07,7.07,0.00
889,250,hard,0.8470,0.7906,0.0564,0.7346,0.6537,0.8993,0.8674,4.12,4.52,0.40
890,833,hard,0.6524,0.5961,0.0563,0.4841,0.4246,0.7569,0.7226,14.54,16.16,1.62
891,2561,hard,0.8220,0.7658,0.0562,0.6977,0.6205,0.8721,0.8219,13.56,17.34,3.78
892,37,hard,0.5751,0.5189,0.0561,0.4036,0.3504,0.7148,0.6825,7.21,7.87,0.66
893,3399,hard,0.9252,0.8690,0.0561,0.8608,0.7684,0.9425,0.8850,1.50,2.24,0.73
894,3393,hard,0.9298,0.8738,0.0560,0.8688,0.7759,0.9426,0.8891,1.41,3.00,1.59
895,2413,hard,0.2325,0.1765,0.0560,0.1315,0.0968,0.8327,0.5689,10.30,14.86,4.56
896,1215,hard,0.8938,0.8378,0.0560,0.8079,0.7209,0.9868,0.9509,3.16,6.28,3.12
897,3652,hard,0.5503,0.4945,0.0557,0.3796,0.3285,0.7428,0.6671,25.50,34.18,8.67
898,3804,hard,0.8387,0.7830,0.0557,0.7222,0.6434,0.9813,0.9154,5.39,5.00,-0.39
899,1414,hard,0.8235,0.7680,0.0556,0.7000,0.6233,0.8666,0.8309,3.00,3.00,0.00
900,4072,hard,0.5943,0.5389,0.0554,0.4228,0.3688,0.8170,0.8170,35.45,35.44,-0.01
901,552,hard,0.7153,0.6599,0.0553,0.5567,0.4924,0.8701,0.8842,27.51,22.71,-4.80
902,3408,hard,0.8761,0.8208,0.0553,0.7794,0.6961,0.8919,0.8487,2.83,4.15,1.32
903,232,hard,0.9236,0.8684,0.0552,0.8581,0.7674,0.9468,0.9364,3.61,5.66,2.05
904,1730,hard,0.6335,0.5783,0.0552,0.4636,0.4068,0.8097,0.7124,4.12,7.25,3.13
905,3998,hard,0.6966,0.6414,0.0552,0.5344,0.4721,0.7672,0.7361,5.05,5.79,0.73
906,2826,hard,0.8666,0.8115,0.0551,0.7646,0.6827,0.8832,0.8415,9.09,12.73,3.64
907,1787,hard,0.7102,0.6552,0.0550,0.5506,0.4872,0.8175,0.7773,7.76,7.67,-0.10
908,4321,hard,0.1084,0.0535,0.0550,0.0573,0.0275,0.6401,0.5388,16.59,11.40,-5.19
909,795,hard,0.9519,0.8972,0.0547,0.9082,0.8136,0.9864,0.9784,1.00,2.83,1.83
910,3149,hard,0.7768,0.7224,0.0545,0.6351,0.5654,0.8431,0.7995,14.43,14.14,-0.29
911,2562,hard,0.8270,0.7728,0.0543,0.7051,0.6297,0.8747,0.8268,13.92,17.33,3.41
912,3088,hard,0.8646,0.8104,0.0542,0.7615,0.6812,0.8823,0.8412,7.81,10.76,2.95
913,4380,hard,0.0542,0.0000,0.0542,0.0278,0.0000,0.5560,0.4995,38.99,47.56,8.57
914,2885,hard,0.7566,0.7024,0.0542,0.6084,0.5413,0.8093,0.7711,8.00,9.00,1.00
915,2521,hard,0.0541,0.0000,0.0541,0.0278,0.0000,0.5287,0.5000,61.39,140.34,78.95
916,2795,hard,0.5216,0.4676,0.0540,0.3528,0.3051,0.7131,0.7099,10.42,9.00,-1.42
917,2517,hard,0.0540,0.0000,0.0540,0.0277,0.0000,0.5273,0.5000,64.25,140.34,76.09
918,977,hard,0.9243,0.8703,0.0539,0.8592,0.7704,0.9723,0.8913,3.00,7.14,4.14
919,3250,hard,0.7045,0.6506,0.0539,0.5438,0.4821,0.7719,0.7411,10.19,12.66,2.47
920,4457,hard,0.8368,0.7830,0.0539,0.7195,0.6433,0.9195,0.8619,12.19,16.28,4.09
921,1779,hard,0.6404,0.5867,0.0538,0.4711,0.4151,0.8166,0.7444,4.63,5.76,1.13
922,3080,hard,0.8263,0.7726,0.0536,0.7040,0.6295,0.8582,0.8152,9.01,13.93,4.91
923,2800,hard,0.9130,0.8594,0.0536,0.8399,0.7535,0.9206,0.8767,5.39,9.90,4.51
924,4427,hard,0.7652,0.7116,0.0536,0.6197,0.5524,0.8884,0.7979,27.34,29.31,1.97
925,753,hard,0.7670,0.7135,0.0535,0.6220,0.5546,0.8405,0.7845,5.77,8.01,2.24
926,2435,hard,0.6833,0.6299,0.0534,0.5189,0.4597,0.8249,0.7803,9.94,11.64,1.70
927,4070,hard,0.5977,0.5445,0.0532,0.4262,0.3741,0.8170,0.8170,35.45,35.44,-0.01
928,3114,hard,0.9297,0.8765,0.0532,0.8687,0.7802,0.9405,0.8904,5.00,7.81,2.81
929,3641,hard,0.5874,0.5342,0.0531,0.4158,0.3645,0.8107,0.6837,15.73,22.01,6.27
930,3395,hard,0.9049,0.8520,0.0529,0.8263,0.7421,0.9151,0.8711,2.30,4.05,1.75
931,1278,hard,0.7005,0.6476,0.0528,0.5390,0.4789,0.7984,0.7682,11.18,12.32,1.14
932,1028,hard,0.8689,0.8160,0.0528,0.7681,0.6892,0.9587,0.9629,4.23,4.03,-0.20
933,3745,hard,0.0528,0.0000,0.0528,0.0271,0.0000,0.6745,0.4999,31.52,129.84,98.33
934,2620,hard,0.0528,0.0000,0.0528,0.0271,0.0000,0.5203,0.4998,19.25,94.23,74.98
935,3480,hard,0.9291,0.8763,0.0528,0.8676,0.7798,0.9434,0.8917,4.02,7.81,3.79
936,3146,hard,0.7638,0.7111,0.0527,0.6179,0.5517,0.8223,0.7826,15.60,14.56,-1.04
937,90,hard,0.8581,0.8055,0.0526,0.7514,0.6743,0.8977,0.8545,5.83,9.05,3.22
938,3677,hard,0.6352,0.5827,0.0525,0.4654,0.4111,0.7470,0.7188,22.00,23.93,1.92
939,4103,hard,0.7965,0.7441,0.0524,0.6618,0.5925,0.8353,0.8023,8.41,11.40,2.99
940,2842,hard,0.9166,0.8642,0.0524,0.8460,0.7609,0.9273,0.8804,4.47,7.81,3.34
941,2841,hard,0.8901,0.8377,0.0524,0.8019,0.7207,0.9046,0.8606,5.83,8.82,2.99
942,3763,hard,0.0523,0.0000,0.0523,0.0268,0.0000,0.5798,0.4997,22.53,32.47,9.94
943,1162,hard,0.8442,0.7920,0.0522,0.7304,0.6556,0.8943,0.8485,16.49,16.61,0.12
944,3678,hard,0.6741,0.6221,0.0520,0.5084,0.4515,0.7702,0.7408,21.84,23.19,1.35
945,4431,hard,0.8093,0.7574,0.0519,0.6797,0.6095,0.8652,0.8164,24.04,30.00,5.96
946,2313,hard,0.7549,0.7031,0.0519,0.6063,0.5421,0.8341,0.7858,31.12,32.21,1.09
947,1759,hard,0.8344,0.7826,0.0518,0.7159,0.6429,0.8937,0.8375,1.41,2.35,0.94
948,3996,hard,0.7371,0.6853,0.0517,0.5836,0.5213,0.7918,0.7607,4.74,5.00,0.26
949,783,hard,0.7954,0.7437,0.0517,0.6603,0.5920,0.9856,0.9715,5.10,8.06,2.96
950,972,hard,0.8915,0.8398,0.0517,0.8042,0.7239,0.9917,0.8765,2.53,7.15,4.62
951,3147,hard,0.7332,0.6815,0.0516,0.5787,0.5169,0.7948,0.7610,16.25,15.56,-0.69
952,2437,hard,0.7039,0.6524,0.0514,0.5431,0.4842,0.8385,0.7921,9.66,11.64,1.98
953,2843,hard,0.9081,0.8570,0.0511,0.8316,0.7498,0.9203,0.8750,6.32,8.06,1.74
954,1119,hard,0.8123,0.7613,0.0510,0.6839,0.6146,0.8474,0.8105,2.91,3.71,0.79
