rank,sample_id,group,teacher_dice,student_dice,dice_gap,teacher_iou,student_iou,teacher_acc,student_acc,teacher_hd95,student_hd95,hd95_gap
955,3150,hard,0.7761,0.7251,0.0509,0.6341,0.5688,0.8389,0.7974,14.85,14.26,-0.59
956,497,hard,0.8608,0.8099,0.0509,0.7556,0.6805,0.9022,0.8571,5.39,9.00,3.61
957,3335,hard,0.8536,0.8027,0.0509,0.7446,0.6704,0.9104,0.8568,2.83,4.40,1.57
958,3515,hard,0.7840,0.7333,0.0507,0.6447,0.5789,0.8224,0.7895,2.00,2.56,0.56
959,3499,hard,0.9030,0.8524,0.0506,0.8231,0.7428,0.9731,0.9342,5.10,9.03,3.93
960,3591,hard,0.5191,0.4686,0.0505,0.3505,0.3060,0.9570,0.8436,8.12,8.00,-0.12
961,4468,hard,0.8056,0.7551,0.0505,0.6745,0.6066,0.8565,0.8168,17.73,21.59,3.86
962,679,hard,0.8968,0.8464,0.0504,0.8129,0.7337,0.9257,0.8711,7.08,8.52,1.44
963,3341,hard,0.6841,0.6338,0.0503,0.5199,0.4639,0.9001,0.8197,6.03,5.39,-0.64
964,233,hard,0.5669,0.5166,0.0503,0.3956,0.3482,0.9967,0.9994,7.22,7.81,0.59
965,1155,hard,0.6692,0.6190,0.0502,0.5029,0.4483,0.7551,0.7274,7.26,8.25,0.99
966,2326,hard,0.0500,0.0000,0.0500,0.0256,0.0000,0.5183,0.5000,51.42,88.44,37.01
967,2619,hard,0.5008,0.4509,0.0499,0.3340,0.2911,0.6672,0.6457,17.46,18.46,1.00
968,1790,hard,0.8442,0.7943,0.0498,0.7303,0.6588,0.9062,0.8500,1.37,2.24,0.86
969,3041,hard,0.8433,0.7938,0.0495,0.7291,0.6581,0.8689,0.8306,10.23,12.37,2.14
970,1270,hard,0.8618,0.8123,0.0495,0.7572,0.6840,0.9116,0.8658,8.27,10.22,1.95
971,3185,hard,0.8469,0.7975,0.0494,0.7344,0.6631,0.8681,0.8316,4.24,5.44,1.20
972,4467,hard,0.8151,0.7660,0.0491,0.6879,0.6207,0.8695,0.8260,17.03,21.60,4.57
973,4173,hard,0.4000,0.3509,0.0491,0.2500,0.2128,0.6428,0.6099,26.87,27.73,0.86
974,655,hard,0.8827,0.8336,0.0491,0.7900,0.7147,0.9217,0.8703,3.16,7.31,4.14
975,230,hard,0.9174,0.8683,0.0491,0.8473,0.7673,0.9578,0.9281,3.16,5.26,2.10
976,2757,hard,0.5361,0.4870,0.0490,0.3662,0.3219,0.6835,0.6609,14.26,14.71,0.45
977,4355,hard,0.0490,0.0000,0.0490,0.0251,0.0000,0.6030,0.5000,10.34,70.71,60.37
978,3500,hard,0.8981,0.8492,0.0489,0.8151,0.7380,0.9386,0.9136,6.28,10.06,3.78
979,89,hard,0.8779,0.8290,0.0489,0.7823,0.7080,0.9078,0.8658,7.46,7.07,-0.39
980,638,hard,0.0487,0.0000,0.0487,0.0250,0.0000,0.5188,0.5000,68.99,27.32,-41.67
981,85,hard,0.8553,0.8067,0.0487,0.7473,0.6760,0.8961,0.8469,8.00,8.96,0.96
982,3331,hard,0.7751,0.7264,0.0486,0.6327,0.5704,0.8320,0.7939,3.16,4.44,1.28
983,630,hard,0.0485,0.0000,0.0485,0.0248,0.0000,0.5253,0.5000,78.55,27.79,-50.76
984,4105,hard,0.8234,0.7749,0.0485,0.6998,0.6325,0.8577,0.8201,12.04,13.44,1.40
985,2808,hard,0.9094,0.8610,0.0484,0.8338,0.7559,0.9174,0.8779,5.13,8.60,3.47
986,444,hard,0.8486,0.8003,0.0483,0.7370,0.6670,0.9654,0.9561,4.89,6.00,1.11
987,4002,hard,0.6466,0.5983,0.0483,0.4777,0.4268,0.7398,0.7134,7.81,8.47,0.66
988,2424,hard,0.0480,0.0000,0.0480,0.0246,0.0000,0.9992,0.5000,19.02,54.04,35.02
989,2829,hard,0.9222,0.8742,0.0480,0.8557,0.7765,0.9293,0.8885,4.00,7.07,3.07
990,1081,hard,0.7137,0.6658,0.0479,0.5549,0.4990,0.8088,0.7876,8.58,9.88,1.31
991,2823,hard,0.8601,0.8123,0.0479,0.7546,0.6839,0.8774,0.8419,8.50,12.53,4.03
992,3154,hard,0.7872,0.7395,0.0477,0.6491,0.5867,0.8472,0.8003,8.56,10.00,1.44
993,397,hard,0.7143,0.6667,0.0476,0.5556,0.5000,0.8124,0.7812,10.85,10.20,-0.65
994,4469,hard,0.7938,0.7463,0.0475,0.6581,0.5953,0.8461,0.8104,17.92,21.61,3.70
995,1904,hard,0.7400,0.6926,0.0474,0.5873,0.5297,0.8001,0.7678,16.28,16.64,0.36
996,3726,hard,0.4657,0.4183,0.0474,0.3035,0.2645,0.9236,0.8475,5.00,5.00,0.00
997,3410,hard,0.9063,0.8590,0.0473,0.8287,0.7528,0.9182,0.8778,2.18,2.83,0.65
998,3403,hard,0.8113,0.7641,0.0472,0.6825,0.6182,0.8427,0.8091,5.50,7.00,1.50
999,2844,hard,0.8987,0.8515,0.0472,0.8160,0.7415,0.9125,0.8710,7.80,8.99,1.19
1000,4334,hard,0.6996,0.6526,0.0470,0.5380,0.4843,0.8831,0.8540,8.63,8.60,-0.03
1001,4428,hard,0.7897,0.7429,0.0469,0.6525,0.5909,0.8613,0.8100,23.35,24.84,1.49
1002,4206,hard,0.8800,0.8333,0.0467,0.7857,0.7143,0.9044,0.8676,1.00,1.74,0.74
1003,4448,hard,0.9011,0.8545,0.0466,0.8200,0.7460,0.9557,0.8947,6.40,11.38,4.97
1004,3749,hard,0.0465,0.0000,0.0465,0.0238,0.0000,0.6745,0.4999,30.09,129.14,99.04
1005,2825,hard,0.8446,0.7981,0.0465,0.7310,0.6640,0.8655,0.8320,9.23,12.96,3.73
1006,2830,hard,0.9226,0.8761,0.0465,0.8564,0.7796,0.9289,0.8898,4.00,7.07,3.07
1007,2310,hard,0.8478,0.8013,0.0465,0.7358,0.6685,0.8711,0.8353,32.80,33.54,0.74
1008,3447,hard,0.7558,0.7094,0.0465,0.6075,0.5496,0.8186,0.8528,3.61,6.20,2.60
1009,3334,hard,0.8301,0.7837,0.0464,0.7095,0.6443,0.9101,0.8320,3.27,5.00,1.73
1010,1083,hard,0.7307,0.6843,0.0464,0.5757,0.5201,0.8295,0.8086,7.81,8.76,0.95
1011,3151,hard,0.7568,0.7105,0.0463,0.6088,0.5510,0.8176,0.7819,14.55,14.37,-0.17
1012,3046,hard,0.7722,0.7260,0.0463,0.6290,0.5698,0.8323,0.7939,11.00,13.00,2.00
1013,3502,hard,0.8589,0.8127,0.0461,0.7526,0.6845,0.8987,0.8676,9.22,12.89,3.67
1014,4258,hard,0.6708,0.6248,0.0460,0.5047,0.4543,0.8827,0.8349,13.29,17.06,3.77
1015,2886,hard,0.0460,0.0000,0.0460,0.0235,0.0000,0.5383,0.5000,27.02,99.10,72.08
1016,3385,hard,0.9260,0.8801,0.0459,0.8622,0.7858,0.9389,0.8936,1.41,2.83,1.41
1017,3402,hard,0.8228,0.7769,0.0459,0.6990,0.6352,0.8495,0.8176,5.98,6.03,0.05
1018,3805,hard,0.8522,0.8063,0.0459,0.7425,0.6755,0.9894,0.9468,8.00,7.64,-0.37
1019,4004,hard,0.5903,0.5444,0.0459,0.4187,0.3740,0.7093,0.6870,8.46,9.06,0.60
1020,1804,hard,0.7753,0.7294,0.0459,0.6330,0.5741,0.8224,0.7897,7.39,7.45,0.07
1021,1409,hard,0.5426,0.4967,0.0458,0.3723,0.3304,0.7361,0.6759,66.80,5.03,-61.77
1022,3113,hard,0.9269,0.8811,0.0458,0.8637,0.7874,0.9397,0.8941,5.43,7.23,1.80
1023,3418,hard,0.9252,0.8795,0.0457,0.8608,0.7849,0.9411,0.8961,2.00,3.00,1.00
1024,3584,hard,0.7903,0.7447,0.0456,0.6533,0.5932,0.9998,0.9997,4.40,5.79,1.39
1025,1317,hard,0.8031,0.7576,0.0456,0.6711,0.6098,0.9553,0.9464,1.41,2.00,0.59
1026,3243,hard,0.7158,0.6703,0.0455,0.5574,0.5041,0.7787,0.7520,9.00,9.22,0.22
1027,4166,hard,0.7768,0.7314,0.0454,0.6350,0.5765,0.8180,0.7882,9.11,10.00,0.89
1028,2831,hard,0.9217,0.8765,0.0452,0.8547,0.7801,0.9282,0.8900,4.12,6.96,2.83
1029,678,hard,0.8987,0.8536,0.0450,0.8160,0.7447,0.9394,0.8795,5.33,9.04,3.72
1030,1717,hard,0.5361,0.4911,0.0450,0.3662,0.3255,0.7122,0.6867,10.77,11.18,0.41
1031,3241,hard,0.7116,0.6667,0.0449,0.5523,0.5000,0.7761,0.7500,9.00,9.07,0.07
1032,4235,hard,0.6609,0.6162,0.0448,0.4936,0.4453,0.8927,0.8112,2.92,3.90,0.98
1033,3404,hard,0.8693,0.8246,0.0447,0.7688,0.7015,0.8903,0.8508,5.00,5.12,0.12
1034,1482,hard,0.7821,0.7374,0.0446,0.6421,0.5841,0.8239,0.7942,11.04,12.24,1.20
1035,81,hard,0.8872,0.8427,0.0445,0.7972,0.7281,0.9180,0.8739,6.00,6.71,0.71
1036,2824,hard,0.8505,0.8060,0.0445,0.7398,0.6750,0.8699,0.8375,9.00,12.96,3.96
1037,2814,hard,0.9133,0.8688,0.0445,0.8404,0.7680,0.9204,0.8840,5.31,7.81,2.50
1038,4365,hard,0.9132,0.8687,0.0445,0.8402,0.7679,0.9305,0.8916,7.62,8.58,0.97
1039,3193,hard,0.8815,0.8370,0.0444,0.7881,0.7197,0.8945,0.8603,4.47,5.39,0.91
1040,4327,hard,0.0444,0.0000,0.0444,0.0227,0.0000,0.5958,0.5000,19.56,76.71,57.14
1041,3061,hard,0.4723,0.4279,0.0444,0.3092,0.2722,0.8297,0.7370,21.00,25.67,4.67
1042,3191,hard,0.9375,0.8932,0.0444,0.8824,0.8070,0.9537,0.9139,3.00,4.24,1.24
1043,4066,hard,0.2994,0.2551,0.0443,0.1761,0.1462,0.7357,0.7356,33.20,33.20,0.01
1044,2954,hard,0.8186,0.7743,0.0443,0.6929,0.6317,0.9098,0.8415,3.14,4.00,0.86
1045,2864,hard,0.8887,0.8444,0.0443,0.7996,0.7307,0.9094,0.8684,3.92,6.04,2.12
1046,2810,hard,0.9138,0.8696,0.0442,0.8412,0.7693,0.9210,0.8846,5.10,8.49,3.39
1047,3383,hard,0.9125,0.8683,0.0442,0.8391,0.7673,0.9216,0.8837,2.24,3.00,0.76
1048,504,hard,0.8782,0.8341,0.0441,0.7828,0.7154,0.9079,0.8716,2.50,7.82,5.32
1049,2845,hard,0.8947,0.8507,0.0440,0.8095,0.7401,0.9089,0.8702,8.25,9.22,0.97
1050,2425,hard,0.3642,0.3202,0.0440,0.2226,0.1906,0.7516,0.6584,8.60,12.48,3.87
1051,3946,hard,0.9012,0.8571,0.0440,0.8201,0.7500,0.9755,0.9917,2.80,4.04,1.24
1052,3247,hard,0.6927,0.6487,0.0440,0.5299,0.4801,0.7652,0.7400,9.45,10.12,0.68
1053,4069,hard,0.7106,0.6667,0.0439,0.5511,0.5000,0.8607,0.7851,6.05,9.02,2.97
1054,968,hard,0.9192,0.8754,0.0439,0.8506,0.7783,0.9894,0.9042,2.00,5.00,3.00
1055,3513,hard,0.7900,0.7461,0.0439,0.6529,0.5950,0.8264,0.7975,2.24,2.83,0.59
1056,553,hard,0.5320,0.4882,0.0438,0.3624,0.3230,0.8978,0.9037,13.60,13.38,-0.23
1057,3249,hard,0.7306,0.6869,0.0437,0.5756,0.5231,0.7908,0.7628,9.06,10.00,0.94
1058,2278,hard,0.1770,0.1333,0.0437,0.0971,0.0714,0.8357,0.5364,14.19,14.58,0.38
1059,3115,hard,0.9169,0.8733,0.0435,0.8465,0.7751,0.9336,0.8878,5.66,7.21,1.55
1060,2812,hard,0.9149,0.8715,0.0434,0.8431,0.7722,0.9218,0.8861,5.00,7.81,2.81
1061,3511,hard,0.8158,0.7724,0.0434,0.6889,0.6292,0.8605,0.8256,2.00,2.04,0.04
1062,3248,hard,0.7031,0.6599,0.0432,0.5422,0.4924,0.7713,0.7462,9.89,10.20,0.31
1063,4062,hard,0.3165,0.2732,0.0432,0.1880,0.1582,0.7357,0.7356,36.05,35.50,-0.54
1064,3162,hard,0.9035,0.8603,0.0432,0.8239,0.7549,0.9127,0.8779,4.24,5.00,0.76
1065,3387,hard,0.9340,0.8910,0.0430,0.8761,0.8034,0.9496,0.9054,1.41,3.00,1.59
1066,3181,hard,0.8538,0.8108,0.0430,0.7448,0.6818,0.8763,0.8409,4.09,5.00,0.91
1067,3091,hard,0.5342,0.4913,0.0429,0.3644,0.3256,0.8832,0.8935,6.07,6.45,0.38
1068,2439,hard,0.7150,0.6720,0.0429,0.5564,0.5060,0.8458,0.8049,10.22,11.66,1.44
1069,975,hard,0.9240,0.8811,0.0429,0.8587,0.7874,0.9848,0.9028,2.24,7.00,4.76
1070,3416,hard,0.9062,0.8634,0.0428,0.8285,0.7596,0.9232,0.8822,2.32,3.16,0.84
1071,2422,hard,0.0428,0.0000,0.0428,0.0219,0.0000,0.9991,0.5000,21.02,54.04,33.02
1072,3082,hard,0.8158,0.7730,0.0428,0.6889,0.6300,0.8524,0.8167,8.22,11.17,2.95
1073,2840,hard,0.9016,0.8588,0.0428,0.8208,0.7526,0.9137,0.8764,5.00,6.99,1.99
1074,2443,hard,0.7056,0.6630,0.0426,0.5451,0.4959,0.8029,0.7692,13.15,13.60,0.45
1075,2858,hard,0.9188,0.8762,0.0426,0.8498,0.7797,0.9293,0.8908,5.47,7.07,1.60
1076,749,hard,0.7401,0.6975,0.0426,0.5874,0.5355,0.8447,0.7973,5.05,6.46,1.41
1077,4289,hard,0.7216,0.6791,0.0426,0.5645,0.5141,0.9117,0.9293,18.55,16.99,-1.56
1078,2832,hard,0.9219,0.8794,0.0425,0.8552,0.7847,0.9287,0.8924,4.24,6.71,2.47
1079,3394,hard,0.7901,0.7477,0.0424,0.6530,0.5970,0.8265,0.7985,3.61,3.92,0.32
1080,2670,hard,0.6328,0.5905,0.0424,0.4629,0.4189,0.7378,0.7159,23.00,24.40,1.40
1081,3420,hard,0.7500,0.7077,0.0423,0.6000,0.5476,0.9285,0.8286,1.00,1.47,0.47
1082,3952,hard,0.8837,0.8414,0.0423,0.7917,0.7263,0.9892,0.9982,2.83,4.40,1.57
1083,3812,hard,0.8911,0.8489,0.0422,0.8037,0.7375,0.9675,0.9073,3.61,4.24,0.64
1084,3390,hard,0.8481,0.8059,0.0422,0.7362,0.6748,0.8704,0.8395,2.00,3.00,1.00
1085,2441,hard,0.6829,0.6407,0.0422,0.5185,0.4713,0.7851,0.7559,13.48,14.14,0.66
1086,88,hard,0.8593,0.8172,0.0421,0.7533,0.6909,0.9142,0.8754,5.00,7.04,2.04
1087,476,hard,0.9120,0.8701,0.0419,0.8383,0.7701,0.9518,0.9057,2.08,3.16,1.08
1088,4331,hard,0.0419,0.0000,0.0419,0.0214,0.0000,0.5766,0.5000,20.24,76.71,56.47
1089,3514,hard,0.8195,0.7778,0.0417,0.6942,0.6364,0.8471,0.8182,2.00,2.24,0.24
1090,4329,hard,0.0417,0.0000,0.0417,0.0213,0.0000,0.5766,0.5000,19.91,76.71,56.80
1091,4414,hard,0.6982,0.6566,0.0416,0.5363,0.4888,0.9331,0.8039,4.60,8.44,3.84
1092,4068,hard,0.5514,0.5098,0.0415,0.3806,0.3421,0.8109,0.8169,32.97,33.36,0.39
1093,2420,hard,0.0415,0.0000,0.0415,0.0212,0.0000,0.9990,0.5000,21.59,54.04,32.45
1094,2565,hard,0.8397,0.7983,0.0414,0.7237,0.6643,0.8841,0.8457,13.39,15.24,1.85
1095,3892,hard,0.8071,0.7657,0.0414,0.6766,0.6204,0.8649,0.8308,13.34,15.49,2.15
1096,2995,hard,0.7971,0.7559,0.0412,0.6627,0.6076,0.8657,0.8269,7.07,8.06,0.99
1097,4076,hard,0.5185,0.4774,0.0412,0.3500,0.3135,0.7717,0.7814,33.07,32.20,-0.87
1098,3753,hard,0.0411,0.0000,0.0411,0.0210,0.0000,0.5429,0.5000,23.35,137.21,113.86
1099,4172,hard,0.4047,0.3636,0.0410,0.2537,0.2222,0.6428,0.6154,26.17,27.01,0.84
1100,4458,hard,0.8418,0.8010,0.0408,0.7268,0.6680,0.9045,0.8635,12.07,15.32,3.26
1101,4343,hard,0.0408,0.0000,0.0408,0.0208,0.0000,0.6312,0.5000,17.24,73.61,56.37
1102,1757,hard,0.8609,0.8201,0.0408,0.7558,0.6951,0.9392,0.8851,3.64,4.52,0.89
1103,3090,hard,0.8976,0.8568,0.0408,0.8141,0.7495,0.9094,0.8757,6.32,8.54,2.22
1104,3510,hard,0.7465,0.7059,0.0406,0.5955,0.5455,0.8081,0.7791,2.24,2.41,0.18
1105,3432,hard,0.8406,0.8000,0.0406,0.7250,0.6667,0.8671,0.8418,1.84,2.25,0.41
1106,4013,hard,0.5000,0.4596,0.0404,0.3333,0.2983,0.6743,0.6543,8.05,8.06,0.02
1107,4466,hard,0.8120,0.7716,0.0404,0.6835,0.6281,0.8624,0.8246,13.42,17.69,4.28
1108,1262,hard,0.8673,0.8271,0.0402,0.7656,0.7051,0.9266,0.8932,6.46,8.60,2.14
1109,3757,hard,0.0402,0.0000,0.0402,0.0205,0.0000,0.5407,0.5000,23.34,137.06,113.73
1110,4333,hard,0.0402,0.0000,0.0402,0.0205,0.0000,0.5766,0.5000,20.69,76.71,56.02
1111,4104,hard,0.8251,0.7850,0.0402,0.7023,0.6460,0.8739,0.8394,10.70,12.65,1.95
1112,3145,hard,0.7713,0.7312,0.0401,0.6278,0.5763,0.8381,0.7972,15.63,15.15,-0.48
1113,4045,hard,0.5088,0.4688,0.0400,0.3412,0.3061,0.7814,0.7911,29.15,30.83,1.67
1114,4047,hard,0.4979,0.4580,0.0399,0.3315,0.2970,0.7863,0.7911,26.07,29.98,3.91
1115,36,hard,0.5954,0.5556,0.0399,0.4239,0.3846,0.7224,0.6996,6.71,6.71,0.00
1116,3389,hard,0.9327,0.8929,0.0398,0.8739,0.8065,0.9511,0.9070,1.41,3.00,1.59
1117,3755,hard,0.0398,0.0000,0.0398,0.0203,0.0000,0.5429,0.5000,23.24,137.21,113.97
1118,1626,hard,0.7750,0.7353,0.0397,0.6327,0.5814,0.9959,0.9998,2.83,4.00,1.17
1119,71,hard,0.9310,0.8914,0.0397,0.8710,0.8040,0.9659,0.9288,3.00,3.41,0.41
1120,4100,hard,0.7982,0.7586,0.0397,0.6642,0.6111,0.8965,0.9686,6.00,5.00,-1.00
1121,2019,hard,0.7955,0.7560,0.0394,0.6604,0.6078,0.9729,0.9762,2.83,2.97,0.14
1122,2431,hard,0.6182,0.5788,0.0394,0.4474,0.4073,0.8289,0.7884,8.96,9.19,0.23
1123,2993,hard,0.7900,0.7507,0.0393,0.6529,0.6009,0.9404,0.8692,4.35,4.47,0.13
1124,1486,hard,0.8506,0.8113,0.0392,0.7400,0.6825,0.8750,0.8442,5.00,9.00,4.00
1125,976,hard,0.9033,0.8641,0.0392,0.8236,0.7607,0.9853,0.8880,2.00,6.13,4.13
1126,3092,hard,0.9123,0.8732,0.0391,0.8388,0.7749,0.9223,0.8892,5.39,8.06,2.68
1127,2838,hard,0.9070,0.8679,0.0391,0.8298,0.7666,0.9189,0.8834,5.39,8.00,2.61
1128,1993,hard,0.7521,0.7130,0.0391,0.6027,0.5541,0.9400,0.9100,2.62,2.54,-0.08
1129,1420,hard,0.5764,0.5376,0.0388,0.4049,0.3676,0.9458,0.8377,3.16,5.00,1.84
1130,86,hard,0.8651,0.8264,0.0387,0.7623,0.7042,0.9566,0.9005,3.98,6.40,2.42
1131,2848,hard,0.9191,0.8804,0.0387,0.8503,0.7864,0.9299,0.8932,5.10,5.84,0.74
1132,3751,hard,0.0386,0.0000,0.0386,0.0197,0.0000,0.5429,0.5000,29.18,137.21,108.03
1133,2833,hard,0.9188,0.8801,0.0386,0.8498,0.7859,0.9253,0.8930,4.47,7.00,2.53
1134,1144,hard,0.5471,0.5085,0.0386,0.3765,0.3409,0.8426,0.7527,3.64,4.12,0.48
1135,3944,hard,0.9183,0.8799,0.0384,0.8490,0.7856,0.9647,0.9714,2.37,2.85,0.48
1136,82,hard,0.8462,0.8078,0.0384,0.7333,0.6775,0.9330,0.9099,6.04,7.07,1.03
1137,4075,hard,0.8166,0.7782,0.0384,0.6901,0.6370,0.9278,0.9187,3.61,5.39,1.78
1138,676,hard,0.8851,0.8467,0.0384,0.7939,0.7342,0.9405,0.8795,5.48,9.95,4.47
1139,3409,hard,0.8437,0.8054,0.0382,0.7296,0.6743,0.8648,0.8371,3.00,3.00,0.00
1140,4503,hard,0.0382,0.0000,0.0382,0.0195,0.0000,0.5205,0.4997,78.94,114.00,35.06
1141,2834,hard,0.9162,0.8780,0.0382,0.8454,0.7825,0.9231,0.8913,4.47,7.04,2.56
1142,32,hard,0.3691,0.3309,0.0382,0.2263,0.1983,0.7511,0.6985,17.05,13.32,-3.72
1143,1949,hard,0.4639,0.4258,0.0381,0.3020,0.2705,0.6514,0.6352,25.26,24.42,-0.84
1144,2,hard,0.6636,0.6256,0.0381,0.4966,0.4551,0.9293,0.9175,3.66,4.00,0.34
1145,2444,hard,0.7240,0.6860,0.0380,0.5674,0.5220,0.8206,0.7858,12.19,13.38,1.19
1146,2798,hard,0.9105,0.8725,0.0380,0.8357,0.7738,0.9185,0.8871,5.00,8.17,3.17
1147,2356,hard,0.0379,0.0000,0.0379,0.0193,0.0000,0.5222,0.4999,25.32,39.00,13.68
1148,2141,hard,0.0377,0.0000,0.0377,0.0192,0.0000,0.5384,0.5000,13.21,122.69,109.48
1149,661,hard,0.8502,0.8125,0.0376,0.7394,0.6843,0.8772,0.8469,6.13,12.53,6.40
1150,133,hard,0.9140,0.8765,0.0375,0.8416,0.7802,0.9654,0.9192,2.00,4.22,2.22
1151,3803,hard,0.8306,0.7932,0.0375,0.7103,0.6572,0.9729,0.9091,5.39,4.00,-1.39
1152,4060,hard,0.2446,0.2073,0.0373,0.1393,0.1156,0.7178,0.7177,37.41,36.84,-0.57
1153,2477,hard,0.8191,0.7818,0.0372,0.6936,0.6418,0.8499,0.8232,8.26,9.31,1.05
1154,3325,hard,0.5808,0.5436,0.0372,0.4092,0.3732,0.7719,0.7030,5.83,8.80,2.97
1155,463,hard,0.9118,0.8747,0.0372,0.8380,0.7773,0.9289,0.9052,1.47,2.24,0.76
1156,1153,hard,0.8617,0.8246,0.0371,0.7570,0.7015,0.8843,0.8535,2.83,3.10,0.27
1157,1127,hard,0.7724,0.7353,0.0371,0.6291,0.5814,0.8156,0.7907,5.52,5.73,0.21
1158,1719,hard,0.3860,0.3490,0.0370,0.2391,0.2114,0.6322,0.6151,10.81,11.18,0.37
1159,4268,hard,0.9392,0.9022,0.0370,0.8853,0.8218,0.9475,0.9145,5.00,5.93,0.93
1160,3733,hard,0.7521,0.7152,0.0370,0.6027,0.5566,0.9970,0.9997,3.61,3.43,-0.18
1161,3414,hard,0.8989,0.8620,0.0369,0.8164,0.7574,0.9109,0.8787,2.83,3.00,0.17
1162,2478,hard,0.7913,0.7544,0.0369,0.6547,0.6056,0.8305,0.8055,8.26,9.60,1.33
1163,4015,hard,0.5267,0.4898,0.0369,0.3575,0.3243,0.6971,0.6714,6.70,7.07,0.38
1164,8,hard,0.8559,0.8190,0.0369,0.7481,0.6934,0.9573,0.9501,2.24,2.83,0.59
1165,3971,hard,0.5039,0.4672,0.0368,0.3368,0.3048,0.9845,0.9844,16.78,18.79,2.00
1166,3759,hard,0.0368,0.0000,0.0368,0.0187,0.0000,0.5406,0.5000,22.84,137.06,114.23
1167,3047,hard,0.7511,0.7144,0.0367,0.6014,0.5557,0.8169,0.7871,10.30,13.00,2.70
1168,290,hard,0.8077,0.7711,0.0366,0.6774,0.6275,0.8889,0.8950,11.31,11.31,0.00
1169,495,hard,0.8699,0.8333,0.0366,0.7698,0.7143,0.9020,0.8821,7.01,8.00,0.99
1170,1319,hard,0.5789,0.5424,0.0366,0.4074,0.3721,0.9341,0.7105,2.83,4.46,1.63
1171,2853,hard,0.9176,0.8810,0.0366,0.8477,0.7873,0.9280,0.8962,5.39,6.40,1.02
1172,4322,hard,0.0365,0.0000,0.0365,0.0186,0.0000,0.5857,0.5000,12.48,70.71,58.23
1173,1884,hard,0.2229,0.1865,0.0365,0.1254,0.1028,0.5755,0.5724,81.99,86.68,4.69
1174,1901,hard,0.8429,0.8067,0.0362,0.7284,0.6760,0.9040,0.8549,3.61,14.17,10.56
1175,3734,hard,0.7941,0.7579,0.0362,0.6585,0.6102,0.9946,0.9998,3.16,4.11,0.95
1176,4338,hard,0.8346,0.7985,0.0361,0.7161,0.6645,0.8935,0.8669,8.23,7.95,-0.28
1177,255,hard,0.8303,0.7942,0.0361,0.7098,0.6587,0.9726,0.9726,3.16,4.12,0.96
1178,663,hard,0.8658,0.8298,0.0360,0.7634,0.7091,0.8981,0.8621,6.00,7.07,1.07
1179,1976,hard,0.4846,0.4486,0.0360,0.3198,0.2892,0.6657,0.6446,21.93,21.94,0.00
1180,3679,hard,0.7172,0.6813,0.0359,0.5591,0.5166,0.7935,0.7675,19.94,20.52,0.57
1181,3289,hard,0.3183,0.2824,0.0359,0.1893,0.1644,0.8330,0.7678,9.43,9.45,0.02
1182,2863,hard,0.9208,0.8850,0.0358,0.8532,0.7938,0.9419,0.9019,3.00,5.00,2.00
1183,2883,hard,0.7198,0.6841,0.0357,0.5623,0.5199,0.7833,0.7603,8.81,9.52,0.71
1184,16,hard,0.8707,0.8350,0.0357,0.7711,0.7168,0.9256,0.9123,4.19,4.82,0.64
1185,1010,hard,0.8815,0.8458,0.0357,0.7881,0.7328,0.9532,0.9464,3.08,4.12,1.04
1186,304,hard,0.8749,0.8392,0.0357,0.7776,0.7230,0.9218,0.9470,6.55,4.10,-2.45
1187,2852,hard,0.9281,0.8926,0.0355,0.8659,0.8060,0.9420,0.9064,4.16,5.83,1.67
1188,2487,hard,0.0354,0.0000,0.0354,0.0180,0.0000,0.5665,0.5000,19.05,79.42,60.37
1189,3517,hard,0.8750,0.8397,0.0353,0.7778,0.7237,0.8914,0.8618,1.41,1.41,0.00
1190,1413,hard,0.8387,0.8034,0.0353,0.7222,0.6714,0.8900,0.8525,3.72,4.00,0.28
1191,681,hard,0.8617,0.8264,0.0353,0.7570,0.7042,0.8866,0.8602,5.00,11.18,6.18
1192,1652,hard,0.7642,0.7289,0.0353,0.6183,0.5734,0.9330,0.9383,7.62,3.16,-4.46
1193,1129,hard,0.7515,0.7164,0.0351,0.6020,0.5581,0.8040,0.7791,5.91,5.94,0.04
1194,1030,hard,0.8895,0.8544,0.0351,0.8010,0.7458,0.9418,0.9417,5.66,5.00,-0.66
1195,3448,hard,0.7321,0.6971,0.0351,0.5775,0.5350,0.8015,0.8186,4.02,5.39,1.37
1196,2835,hard,0.9082,0.8732,0.0351,0.8319,0.7749,0.9164,0.8875,5.00,7.25,2.25
1197,1977,hard,0.4615,0.4265,0.0350,0.3000,0.2711,0.6536,0.6355,21.93,21.95,0.01
1198,465,hard,0.8559,0.8210,0.0350,0.7482,0.6963,0.9183,0.8836,3.00,5.74,2.74
1199,4447,hard,0.8931,0.8582,0.0350,0.8069,0.7516,0.9511,0.9060,6.40,10.78,4.38
1200,1154,hard,0.7967,0.7617,0.0349,0.6620,0.6152,0.8484,0.8192,4.00,5.00,1.00
1201,1126,hard,0.8000,0.7651,0.0349,0.6667,0.6196,0.8478,0.8098,4.08,4.14,0.07
1202,2081,hard,0.8466,0.8118,0.0349,0.7340,0.6832,1.0000,0.9999,1.41,2.05,0.63
1203,2317,hard,0.6281,0.5934,0.0347,0.4578,0.4218,0.7974,0.7451,34.37,38.52,4.15
